Author,Pub_Year,English_Name,Life_stage,Life_stage_category,Response_variable,response_type,unique_study,treatment_var,rate_or_biomass,response_type_2,term,estimate,std.error,statistic,p.value,mean_estimate,se_estimate,replicate
Hamilton et al,2017,blue & black rockfish,Juvenile,adult or juvenile,maximum swimming velocity,movement,41,CO2,rate,ability_productivity_growth_survival,(Intercept),0.975659255931206,0.008554958775221845,114.0460499654372,2.1638115912967607e-97,0.9761871080789944,0.007704243619651657,1
Hamilton et al,2017,blue & black rockfish,Juvenile,adult or juvenile,maximum swimming velocity,movement,41,CO2,rate,ability_productivity_growth_survival,treat_value,2.661112792390244e-6,7.012209546237548e-6,0.3794970436697921,0.7052330472691228,2.8171462871569285e-6,5.467751386295598e-6,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,aerobic scope,metabolic rate,42,CO2,rate,consumption,(Intercept),1.2006001368116945,0.030643193547120258,39.17999391824234,3.487200128090903e-56,1.179067053051554,0.02736341823583757,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,aerobic scope,metabolic rate,42,CO2,rate,consumption,treat_value,-3.4989915469437437e-4,2.5117186413648064e-5,-13.930666792529268,1.1765201760895004e-23,-3.2508608146714963e-4,2.0393259243829463e-5,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,Lateralization,movement,43,CO2,information,ability_productivity_growth_survival,(Intercept),0.11527724613130408,0.06497798582130462,1.7740969448995696,0.07962807020920602,0.16726171719687663,0.05694318233113147,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,Lateralization,movement,43,CO2,information,ability_productivity_growth_survival,treat_value,1.6207781281247772e-4,5.326025109450333e-5,3.0431289654435143,0.003114846135110597,1.5506258946804697e-4,6.105108075283725e-5,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,maximum swimming velocity,movement,44,CO2,rate,ability_productivity_growth_survival,(Intercept),1.0141829715033224,0.008738702635791606,116.05646899454788,1.4951123374744818e-84,1.0165528053423936,0.008591282034814896,1
Hamilton et al,2017,copper & quillback rockfish,Juvenile,adult or juvenile,maximum swimming velocity,movement,44,CO2,rate,ability_productivity_growth_survival,treat_value,-4.590049686944143e-5,7.162818156635719e-6,-6.40816168520468,1.2769082935445313e-8,-4.6722537798137306e-5,8.93241407091498e-6,1
Hans et al,2014,Dungeness crab,Adult,adult or juvenile,oxygen consumption,metabolic rate,45,pH,rate,consumption,(Intercept),-9.48682370804491,0.9232326666715012,-10.27565861837128,6.926078713158489e-6,-10.152960134504603,1.094066900778242,1
Hans et al,2014,Dungeness crab,Adult,adult or juvenile,oxygen consumption,metabolic rate,45,pH,rate,consumption,treat_value,1.2880095062823733,0.11900549914998342,10.82310914606632,4.688747151517905e-6,1.3770216155033694,0.14765055298781982,1
Held and Harley,2009,Ochre star,Adult,adult or juvenile,activity_coeff,movement,46,salinity,rate,activity_speed,(Intercept),3.4369730607141733,1.297293600328358,2.6493409509183126,0.03806212350916297,2.3964303692407527,1.5602556168273711,1
Held and Harley,2009,Ochre star,Adult,adult or juvenile,activity_coeff,movement,46,salinity,rate,activity_speed,treat_value,-0.09175199253665357,0.046980577576765103,-1.9529771081833356,0.0986509551367325,-0.05610109987950188,0.053299947314982055,1
Held and Harley,2009,Ochre star,Adult,adult or juvenile,feeding_rate,consumption,47,salinity,rate,consumption,(Intercept),-0.8623942473950911,0.13499911314268337,-6.388147502003281,6.924696832266667e-4,-0.6578883951476195,0.11910701449449736,1
Held and Harley,2009,Ochre star,Adult,adult or juvenile,feeding_rate,consumption,47,salinity,rate,consumption,treat_value,0.06256733608309686,0.005295100863325098,11.816080127283401,2.2205990572707273e-5,0.055314295702546284,0.004507881170685321,1
Hollarsmith et al.,2020,Canopy-forming Kelp,egg,propagule,surviving_eggs_per_female,survival,48,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.743575959852612,0.14770848916659066,5.034077350923154,1.1935274615426636e-5,0.6737111258299247,0.041667604676308846,1
Hollarsmith et al.,2020,Canopy-forming Kelp,egg,propagule,surviving_eggs_per_female,survival,48,CO2,biomass,ability_productivity_growth_survival,treat_value,-1.7712700553911868e-4,1.3716256196283122e-4,-1.2913655373914432,0.2043772699393983,-1.1433284226457018e-4,3.540415562121988e-5,1
Hollarsmith et al.,2020,Canopy-forming Kelp,egg,propagule,surviving_eggs_per_female,survival,49,temperature,biomass,ability_productivity_growth_survival,(Intercept),1.2577896345149888,0.14183210206679284,8.86815901468244,8.61332255542576e-11,1.2162064049250432,0.03773552179097598,1
Hollarsmith et al.,2020,Canopy-forming Kelp,egg,propagule,surviving_eggs_per_female,survival,49,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.05252519836592541,0.008912241601803804,-5.893601263602919,7.967173977710587e-7,-0.050173970937489744,0.002087929416601945,1
Hollarsmith et al.,2020,Canopy-forming Kelp,gametophyte,propagule,gametophyte_density,survival,50,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.8183115484665567,0.08597766093315745,9.517722854809293,1.3241924715862016e-11,0.8286932875793626,0.03292537797691524,1
Hollarsmith et al.,2020,Canopy-forming Kelp,gametophyte,propagule,gametophyte_density,survival,50,CO2,biomass,ability_productivity_growth_survival,treat_value,-9.574932633182538e-5,7.983912307073326e-5,-1.1992782817390983,0.2378446103879189,-1.0356654708201389e-4,2.7068342437485478e-5,1
Hollarsmith et al.,2020,Canopy-forming Kelp,gametophyte,propagule,gametophyte_density,survival,51,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.7316088276544369,0.08043270071064813,9.095912746811228,4.4403731642426325e-11,0.810916223830059,0.04423542359034347,1
Hollarsmith et al.,2020,Canopy-forming Kelp,gametophyte,propagule,gametophyte_density,survival,51,temperature,biomass,ability_productivity_growth_survival,treat_value,0.006925527954799868,0.005054114343460087,1.3702752815162067,0.17864248614650166,0.0030702579212999632,0.003271288599004417,1
Hollarsmith et al.,2020,Canopy-forming Kelp,sporophyte_embryo,propagule,surviving_sporophytes_per_female,survival,52,CO2,biomass,ability_productivity_growth_survival,(Intercept),-0.03136286942033327,0.11322023919201989,-0.2770076237618814,0.7832755718561484,-0.07694574763200307,0.02638985858826683,1
Hollarsmith et al.,2020,Canopy-forming Kelp,sporophyte_embryo,propagule,surviving_sporophytes_per_female,survival,52,CO2,biomass,ability_productivity_growth_survival,treat_value,5.73069879379597e-4,1.0513666588321279e-4,5.450713835800829,3.2251576054168185e-6,6.419374934278066e-4,3.365265606993905e-5,1
Hollarsmith et al.,2020,Canopy-forming Kelp,sporophyte_embryo,propagule,surviving_sporophytes_per_female,survival,53,temperature,biomass,ability_productivity_growth_survival,(Intercept),1.5943113401572906,0.1109212104103142,14.373367674763859,6.016001994823529e-17,1.5699820810457117,0.03061758947877541,1
Hollarsmith et al.,2020,Canopy-forming Kelp,sporophyte_embryo,propagule,surviving_sporophytes_per_female,survival,53,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.08028252326658779,0.006969907457732634,-11.518448954084725,5.827727662194801e-14,-0.07903949795114633,0.0015484448843479522,1
Hull,2020,Ochre star,adult,adult or juvenile,consumption rate,consumption,54,temperature,rate,consumption,(Intercept),1.549081981600226,0.39842581048284553,3.8880061001141457,0.004622220053667285,1.6921073807084435,0.38491733408619333,1
Hull,2020,Ochre star,adult,adult or juvenile,consumption rate,consumption,54,temperature,rate,consumption,treat_value,-0.05246384792336027,0.02801581104525925,-1.872651405258462,0.09800674973760695,-0.06001187162708423,0.025104050605140756,1
Kim et al,2017,sablefish,Juvenile,adult or juvenile,feeding_efficiency,consumption,56,temperature,biomass,ability_productivity_growth_survival,(Intercept),1.101682120196978,0.07219331058959737,15.260168999033601,5.71326875139004e-22,1.103083993421525,0.05401030080976101,1
Kim et al,2017,sablefish,Juvenile,adult or juvenile,feeding_efficiency,consumption,56,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.013487280276741835,0.00537103449903045,-2.511114065488964,0.014843362304458648,-0.015499643171355274,0.003781108427257125,1
Kim et al,2017,sablefish,Juvenile,adult or juvenile,growth_rate,growth,57,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.8504193718808134,0.07079289986953535,12.01277774251452,2.2592190383317237e-17,0.9051920545375198,0.047034673565562214,1
Kim et al,2017,sablefish,Juvenile,adult or juvenile,growth_rate,growth,57,temperature,biomass,ability_productivity_growth_survival,treat_value,0.003365542047984245,0.005266846808663623,0.6390051144924408,0.5253352347439129,-0.0023995183210731683,0.0035782521795842234,1
Krieger et al,2019,sablefish,Juvenile,adult or juvenile,assimilation_rate,consumption,58,temperature,rate,ability_productivity_growth_survival,(Intercept),0.43792143833070624,0.0276245521031891,15.852616784333334,2.444858808166077e-18,0.42841631344623926,0.007350289489686078,1
Krieger et al,2019,sablefish,Juvenile,adult or juvenile,assimilation_rate,consumption,58,temperature,rate,ability_productivity_growth_survival,treat_value,0.029907755687129813,0.0018796126951594757,15.911658696576472,2.1614042213048384e-18,0.03073179297848472,5.760208873601462e-4,1
Krieger et al,2019,sablefish,Juvenile,adult or juvenile,specific growth rate,growth,59,temperature,rate,ability_productivity_growth_survival,(Intercept),0.7309316324007525,0.09477759812534066,7.712071701100891,2.7327789245379276e-9,0.7335341278239097,0.012904456498081569,1
Krieger et al,2019,sablefish,Juvenile,adult or juvenile,specific growth rate,growth,59,temperature,rate,ability_productivity_growth_survival,treat_value,0.00261729268526607,0.006448798734823554,0.4058573996320699,0.6871237544783073,0.00281964300413263,9.807930050895848e-4,1
Leeuwis et al,2019,sablefish,adult,adult or juvenile,oxygen consumption rate,metabolic rate,60,oxygen,NA,ability_productivity_growth_survival,(Intercept),0.7039253999477458,0.01641806846764805,42.87504351287346,4.631440383747203e-67,0.7114084419243529,0.00982761701226466,1
Leeuwis et al,2019,sablefish,adult,adult or juvenile,oxygen consumption rate,metabolic rate,60,oxygen,NA,ability_productivity_growth_survival,treat_value,0.03413509235675108,0.004147395268218087,8.230489294891125,6.44843164881299e-13,0.032420130269556716,0.0027559288010212814,1
Leeuwis et al,2019,sablefish,adult,adult or juvenile,oxygen consumption rate,metabolic rate,61,temperature,NA,ability_productivity_growth_survival,(Intercept),0.08151580019814716,0.02611515804684747,3.121397927284896,0.002097293180962133,0.10742831578129898,0.02509479334158538,1
Leeuwis et al,2019,sablefish,adult,adult or juvenile,oxygen consumption rate,metabolic rate,61,temperature,NA,ability_productivity_growth_survival,treat_value,0.03733151231038896,0.0013848081627289982,26.95789446880564,4.195212357648987e-65,0.03604287859767978,0.0013926256415832251,1
Leeuwis et al,2019,sablefish,Juvenile,adult or juvenile,oxygen consumption rate,metabolic rate,62,oxygen,NA,ability_productivity_growth_survival,(Intercept),0.5144601494171585,0.0296594575670162,17.345568382520966,5.3551526077924334e-33,0.5086081561107006,0.014599363028733155,1
Leeuwis et al,2019,sablefish,Juvenile,adult or juvenile,oxygen consumption rate,metabolic rate,62,oxygen,NA,ability_productivity_growth_survival,treat_value,0.07170753239948446,0.006792836098619708,10.556346621414184,2.5224660644257862e-18,0.07067449925102243,0.0053009765265782756,1
Leeuwis et al,2019,sablefish,Juvenile,adult or juvenile,oxygen consumption rate,metabolic rate,63,temperature,NA,ability_productivity_growth_survival,(Intercept),-0.29613330805806765,0.0366092988713686,-8.08901883367309,3.689697977326066e-13,-0.22765699562633016,0.03651008341122327,1
Leeuwis et al,2019,sablefish,Juvenile,adult or juvenile,oxygen consumption rate,metabolic rate,63,temperature,NA,ability_productivity_growth_survival,treat_value,0.05195340705869787,0.002018050622908193,25.744352727796457,6.983470288972901e-53,0.047743362117885164,0.002194888116246024,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,germtube_length,growth,64,salinity,biomass,ability_productivity_growth_survival,(Intercept),-0.024804411472961665,0.030547124601929914,-0.8120047891969041,0.4402794570037307,-0.03913133584254978,0.045784911227423286,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,germtube_length,growth,64,salinity,biomass,ability_productivity_growth_survival,treat_value,0.03306722954220976,0.001067728891851579,30.969686963201813,1.284505345358406e-9,0.03351146133648311,0.0015716054437872118,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,germtube_length,growth,65,temperature,biomass,ability_productivity_growth_survival,(Intercept),1.4545269677253183,0.13481994504023315,10.788663111316774,2.742802917593027e-9,1.4667907744859157,0.009251700497126107,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,germtube_length,growth,65,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.045292347090701,0.008613330338078488,-5.2584012586245565,5.32522692792804e-5,-0.046057155519662545,6.483878158839018e-4,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,66,salinity,biomass,ability_productivity_growth_survival,(Intercept),0.5997286832862152,0.201412621824319,2.9776122164246743,0.017664666723743182,0.6451570550812312,0.232831458503346,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,66,salinity,biomass,ability_productivity_growth_survival,treat_value,0.0130124062919457,0.007040075892832627,1.8483332410085795,0.10173653126289758,0.011456447376479982,0.008029007776484118,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,67,temperature,biomass,ability_productivity_growth_survival,(Intercept),1.4242992528083667,0.05157883072259617,27.614027554610605,3.4574317211292187e-16,1.3931540592556628,0.04336492948357634,1
Lind and Konar,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,67,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.0427812034577808,0.003295250619876562,-12.982685808396376,1.4070476610349478e-10,-0.04120274644615224,0.0023947264576230807,1
Mattiasen et al,2020,blue & black rockfish,Juvenile,adult or juvenile,aerobic_scope,metabolic rate,69,oxygen,rate,rate,(Intercept),0.05066684323677538,0.03714012882090514,1.3642075255338488,0.1764256893765631,0.05508569816620322,0.01352258999784982,1
Mattiasen et al,2020,blue & black rockfish,Juvenile,adult or juvenile,aerobic_scope,metabolic rate,69,oxygen,rate,rate,treat_value,0.16150328736253497,0.008797036917684803,18.35882796375024,4.8347061074889126e-30,0.15703825808424887,0.0029124585763491517,1
Mattiasen et al,2020,blue & black rockfish,Juvenile,adult or juvenile,movement,survival,70,oxygen,rate,ability_productivity_growth_survival,(Intercept),0.8067251855114136,0.058689024564396335,13.74575896428875,1.5435237327263493e-22,0.8685713933022825,0.04689782313881749,1
Mattiasen et al,2020,blue & black rockfish,Juvenile,adult or juvenile,movement,survival,70,oxygen,rate,ability_productivity_growth_survival,treat_value,0.014496385296408605,0.01390112345182012,1.0428211321661591,0.300252511927006,0.006882199551618141,0.010625435215759794,1
Mattiasen et al,2020,copper & quillback rockfish,Juvenile,adult or juvenile,aerobic_scope,metabolic rate,71,oxygen,rate,rate,(Intercept),0.18069139117365135,0.044390557161211056,4.070491625447347,1.11580743450085e-4,0.18294505143516326,0.029491868225147874,1
Mattiasen et al,2020,copper & quillback rockfish,Juvenile,adult or juvenile,aerobic_scope,metabolic rate,71,oxygen,rate,rate,treat_value,0.11916731971484183,0.010514378451050677,11.33374837795892,3.697378148469021e-18,0.11773620965506651,0.007565228322767742,1
Mattiasen et al,2020,copper & quillback rockfish,Juvenile,adult or juvenile,movement,survival,72,oxygen,rate,ability_productivity_growth_survival,(Intercept),0.31340744723554104,0.04691576842583271,6.680215581057667,3.1771571116308143e-9,0.2898784124171772,0.02778772580730145,1
Mattiasen et al,2020,copper & quillback rockfish,Juvenile,adult or juvenile,movement,survival,72,oxygen,rate,ability_productivity_growth_survival,treat_value,0.0893391686400752,0.01111250175931789,8.039518964769913,7.889714881376592e-12,0.09649382741166886,0.007338191153223082,1
McBride et al,1997,Red urchin,Adult,adult or juvenile,feeding_rate,consumption,73,temperature,rate,consumption,(Intercept),-0.6883432219592216,0.08768616147633009,-7.850078169347535,1.705632882895344e-6,-0.5675313010463011,0.10171415737600373,1
McBride et al,1997,Red urchin,Adult,adult or juvenile,feeding_rate,consumption,73,temperature,rate,consumption,treat_value,0.10531257815505107,0.006010838273597266,17.52044779139023,6.415987525261622e-11,0.09731196545978717,0.007221864648637843,1
McBride et al,1997,Red urchin,Adult,adult or juvenile,gonad_index,growth,74,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.08353291282006114,0.4475190833181297,0.18665776708493964,0.8546067910559201,0.32651223702142135,0.4432307744794616,1
McBride et al,1997,Red urchin,Adult,adult or juvenile,gonad_index,growth,74,temperature,biomass,ability_productivity_growth_survival,treat_value,0.05908850013462352,0.030677187698538996,1.926138103508022,0.0746386199528692,0.041905467664352346,0.028379679970937904,1
McLean and Todghaam,2015,Dungeness crab,Juvenile,adult or juvenile,heart rate,metabolic rate,75,temperature,rate,consumption,(Intercept),0.012471505776364442,0.0320561490887696,0.38905190208057927,0.6981775685856941,0.008362081256355099,0.0170128964417745,1
McLean and Todghaam,2015,Dungeness crab,Juvenile,adult or juvenile,heart rate,metabolic rate,75,temperature,rate,consumption,treat_value,0.030861325762684962,0.001341247118844678,23.009425577941414,5.3990825738892275e-39,0.03071318543532318,9.098327955568171e-4,1
McLean and Todghaam,2015,Dungeness crab,Juvenile,adult or juvenile,oxygen consumption,metabolic rate,76,temperature,rate,consumption,(Intercept),-0.7309885981854894,0.07731614310992932,-9.45454039457398,1.6616644915936303e-10,-0.6631118930051014,0.03674497773067049,1
McLean and Todghaam,2015,Dungeness crab,Juvenile,adult or juvenile,oxygen consumption,metabolic rate,76,temperature,rate,consumption,treat_value,0.0556466927252775,0.003334885649975041,16.686237120512356,9.99974818186286e-17,0.053104645471132056,0.0016590550519140102,1
Miller and Emlet,1999,Red urchin,Adult,adult or juvenile,development_rate,growth,77,temperature,biomass,ability_productivity_growth_survival,(Intercept),-0.4611712138019037,0.07378948275681205,-6.249823099069354,2.7315736470932986e-6,-0.3853973055413144,0.03572401421290252,1
Miller and Emlet,1999,Red urchin,Adult,adult or juvenile,development_rate,growth,77,temperature,biomass,ability_productivity_growth_survival,treat_value,0.10801639853248236,0.0069835792950721,15.467197259248302,2.6458675353321154e-13,0.10208495325099587,0.00333638874773542,1
Miller et al,2016,Dungeness crab,Fertilized Egg,propagule,hatching probability,survival,78,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.2713341618002103,0.056675443902751324,22.431834216978988,6.970724084183901e-10,1.0852933985053328,0.07577044652022671,1
Miller et al,2016,Dungeness crab,Fertilized Egg,propagule,hatching probability,survival,78,CO2,biomass,ability_productivity_growth_survival,treat_value,-3.4665813142261656e-4,4.3537816764036646e-5,-7.96223047428885,1.2272987917002917e-5,-1.784245488992874e-4,6.0216248895482425e-5,1
Miller et al,2016,Dungeness crab,Fertilized Egg,propagule,hatching timing,growth,79,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.8278510902417564,0.0022412691719667834,369.3670981586256,5.204423347156809e-22,0.826456778110262,6.166923456963815e-4,1
Miller et al,2016,Dungeness crab,Fertilized Egg,propagule,hatching timing,growth,79,CO2,biomass,ability_productivity_growth_survival,treat_value,-4.592162518997965e-5,1.7217327260005265e-6,-26.671750206347422,1.267059456791654e-10,-4.2929539070892466e-5,1.3233741323956543e-6,1
Mortensen and Savviko,1993,Pink Salmon,Juvenile,adult or juvenile,growth_rate,growth,81,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.36280865177993676,0.006314492340983931,57.45650357751539,2.778109759483674e-77,0.36254098945079166,0.002063725620248671,1
Mortensen and Savviko,1993,Pink Salmon,Juvenile,adult or juvenile,growth_rate,growth,81,temperature,biomass,ability_productivity_growth_survival,treat_value,0.021484265919839686,6.191869166367156e-4,34.69754502652833,7.538983240266458e-57,0.02144628415749,2.0604031882405442e-4,1
Ou et al,2015,Pink Salmon,Juvenile,adult or juvenile,growth_rate,growth,82,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.326243704015345,0.06617667236848929,20.04095486443422,1.045927672812497e-11,1.3991589942619116,0.10002801806520015,1
Ou et al,2015,Pink Salmon,Juvenile,adult or juvenile,growth_rate,growth,82,CO2,biomass,ability_productivity_growth_survival,treat_value,-8.655465589964218e-4,5.6555546980456395e-5,-15.304361909814508,3.9004988266077393e-10,-8.928038884978603e-4,6.561743569290953e-5,1
Ou et al,2015,Pink Salmon,Juvenile,adult or juvenile,metabolic_rate,metabolic rate,83,CO2,rate,consumption,(Intercept),1.0822098425159243,0.034919228036473515,30.99180318034363,2.662707543800876e-14,1.0847762474974343,0.04377065984672721,1
Ou et al,2015,Pink Salmon,Juvenile,adult or juvenile,metabolic_rate,metabolic rate,83,CO2,rate,consumption,treat_value,-1.8547509473841234e-4,2.9842480303956865e-5,-6.215136706107498,2.25566569223978e-5,-1.8766503418903677e-4,3.107748583103446e-5,1
Palacios and Zimmerman,2007,seagrass,Adult,adult or juvenile,rhyzome biomass,growth,84,pH,biomass,ability_productivity_growth_survival,(Intercept),1.9317259116122067,0.7628273918882735,2.5323237368685554,0.12692316227590528,3.0561835637843746,0.7774771198869366,1
Palacios and Zimmerman,2007,seagrass,Adult,adult or juvenile,rhyzome biomass,growth,84,pH,biomass,ability_productivity_growth_survival,treat_value,-0.1618285011874426,0.10219232733154739,-1.583568017414994,0.25413571189092404,-0.3181680204760654,0.10366109588414368,1
Pia et al,2012,Ochre star,Adult,adult or juvenile,survival,survival,85,salinity,biomass,ability_productivity_growth_survival,(Intercept),1.0076777500055547,0.1958914169459708,5.144062796194304,0.006772210414624443,0.5313819308911669,0.229904607366527,1
Pia et al,2012,Ochre star,Adult,adult or juvenile,survival,survival,85,salinity,biomass,ability_productivity_growth_survival,treat_value,-0.002559295063001352,0.007341341230165297,-0.34861409962600626,0.7449548459040467,0.014582931474669398,0.008578532125725211,1
Reuter et al,2011,Red urchin,gametes,propagule,fertilization success,survival,88,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.0091285403066326,0.08273201657899981,12.197557632878775,5.719001271253014e-14,1.0424537216898924,0.04895519745791865,1
Reuter et al,2011,Red urchin,gametes,propagule,fertilization success,survival,88,CO2,biomass,ability_productivity_growth_survival,treat_value,-5.880546153773385e-4,7.129245252861954e-5,-8.248483458207174,1.2629792575549576e-9,-6.059548457156459e-4,3.073845409010221e-5,1
Roberts,2013,Dungeness crab,Larvae,propagule,larval_phototaxis,movement,89,CO2,information,ability_productivity_growth_survival,(Intercept),0.8420766798009557,0.030682551318216844,27.444806367878474,3.667445149042445e-34,0.8521548901473148,0.035193071552090824,1
Roberts,2013,Dungeness crab,Larvae,propagule,larval_phototaxis,movement,89,CO2,information,ability_productivity_growth_survival,treat_value,8.399784506605003e-5,2.6310070698183026e-5,3.192611910079395,0.0023138796376675134,9.187355107163626e-5,3.003585608421473e-5,1
Roberts,2013,Dungeness crab,Larvae,propagule,swimming_speed,movement,90,CO2,rate,activity_speed,(Intercept),1.184828489752388,0.12575312107515452,9.421861498326491,2.6898673951400943e-13,1.0466625145738453,0.15107052631482612,1
Roberts,2013,Dungeness crab,Larvae,propagule,swimming_speed,movement,90,CO2,rate,activity_speed,treat_value,-2.2460507160178576e-4,1.0783241170821801e-4,-2.082908728866614,0.0416784808344563,-1.0997290871333757e-4,1.1199434788752048e-4,1
Shukla and Edwards,2017,Canopy-forming Kelp,gametophyte,propagule,gametophyte_survival,survival,92,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.9939159619495539,0.052743664745766555,18.844271946979756,2.6845648355262257e-13,1.0196664311685633,0.047792460483178784,1
Shukla and Edwards,2017,Canopy-forming Kelp,gametophyte,propagule,gametophyte_survival,survival,92,CO2,biomass,ability_productivity_growth_survival,treat_value,1.0538019762086874e-5,4.7326047814906786e-5,0.22266849332742303,0.8263006646992839,-4.357778693066468e-5,4.7968173229658495e-5,1
Shukla and Edwards,2017,Canopy-forming Kelp,gametophyte,propagule,gametophyte_survival,survival,93,temperature,biomass,ability_productivity_growth_survival,(Intercept),3.0960362794887044,0.26995323982484637,11.468787266629969,1.042354993576545e-9,3.0278461241683177,0.25794677700350777,1
Shukla and Edwards,2017,Canopy-forming Kelp,gametophyte,propagule,gametophyte_survival,survival,93,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.17695657820542665,0.019874232161804548,-8.903819617520222,5.1667289880569296e-8,-0.1690301661850338,0.02001962905119116,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,sporophyte_density,growth,94,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.25722455757892704,0.03576487194801894,7.192100616291317,1.0782453704412304e-6,0.2825457759170489,0.03280752698735743,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,sporophyte_density,growth,94,CO2,biomass,ability_productivity_growth_survival,treat_value,5.293404802614493e-4,3.2091248267723364e-5,16.49485479172986,2.6034472004745995e-12,4.7600169912773876e-4,3.287664453701349e-5,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,sporophyte_density,growth,95,temperature,biomass,ability_productivity_growth_survival,(Intercept),2.390454999661703,0.2986147544457338,8.005146979755521,2.4283718924254205e-7,2.7565024356973065,0.301459242258313,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,sporophyte_density,growth,95,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.11738983201068545,0.021984322027938635,-5.3397067174280535,4.4773448781289494e-5,-0.14618183251883457,0.022596681838277306,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,96,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.095515861096816,0.06769130561970155,16.183996616220774,3.592107587685044e-12,1.076065511608793,0.06835088244428093,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,96,CO2,biomass,ability_productivity_growth_survival,treat_value,-1.8375287818135015e-4,6.0738327187789815e-5,-3.0253200357860672,0.007273369257385809,-1.6688475154591782e-4,6.375687608473178e-5,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,97,temperature,biomass,ability_productivity_growth_survival,(Intercept),4.300640025720939,0.10078425050838327,42.671746865480834,1.5369968564323372e-19,4.003563498652693,0.12608607876978262,1
Shukla and Edwards,2017,Canopy-forming Kelp,zoospore,propagule,zoospore_settlement,survival,97,temperature,biomass,ability_productivity_growth_survival,treat_value,-0.2709998818211093,0.007419839058633595,-36.52368733062728,2.4525272675544936e-18,-0.25035520492591934,0.008521605249546812,1
Sogard and Olla,2001,sablefish,year 0 adult,adult or juvenile,specific growth rate,growth,98,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.2884992258295722,0.050718072687923,5.688292368772714,1.444258366091235e-7,0.29857221388190947,0.012196877877371594,1
Sogard and Olla,2001,sablefish,year 0 adult,adult or juvenile,specific growth rate,growth,98,temperature,biomass,ability_productivity_growth_survival,treat_value,0.02574425328196071,0.0029454414415482806,8.740371789034164,8.743021546376881e-14,0.025543294420494238,7.112624856440155e-4,1
Sogard and Olla,2001,sablefish,year 0 adult,adult or juvenile,swimming speed,movement,99,temperature,rate,ability_productivity_growth_survival,(Intercept),1.4670244528046474,0.2280224803150948,6.4336834279559945,1.323227487012396e-8,1.4538330119051437,0.04217313294785788,1
Sogard and Olla,2001,sablefish,year 0 adult,adult or juvenile,swimming speed,movement,99,temperature,rate,ability_productivity_growth_survival,treat_value,-0.039057823705463006,0.01181183552568427,-3.3066684361235508,0.0014921120418206323,-0.038692812768318666,0.0021106923638888274,1
Sogard and Spencer,2001,sablefish,year 0 adult,adult or juvenile,mass at 12 weeks,growth,100,temperature,biomass,ability_productivity_growth_survival,(Intercept),-0.09817946913147967,0.026966800915599137,-3.6407532891558914,0.00453113209798931,-0.04713980632177448,0.03196409016653244,1
