X,English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,thesis,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Extracted_from,Comments,Response_variable,rate_or_biomass,response_type,response_type_2,Effect.of.treatment,Study_Duration,Study_Duration_Units,citation.details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,omega.ar,DIC._umol_kg.1,ppm.CO2,CO2,salinity,temperature,oxygen_in_orig_units,orig_oxygen_units,oxygen,unit_conversion_citation_to_ml_l.1,treatment_var,treatment_name_or_other_details,comments,extraction.method,study_design,study,lowerSE,upperSE,max_response,rel_response,rel_upperSE,rel_lowerSE,SE_response_for_resampling,treat_value,genus_species,unique_study,upper_window,lower_window,weighting
133,Ochre star,Pisaster,ochraceus,pH,Britsch,2017,Thesis Oregon State University,thesis,Asteroidea,Forcipulatida,Yachats Beach_ Oregon,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Juvenile,adult or juvenile,google scholar,NA,growth_rate,biomass,growth,ability_productivity_growth_survival,no diff,16,Days,p.19,0.13,0.15,NA,NA,g,30,7.57,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,pH,NA,not fed,NA,anova,Britsch 2017 Ochre star Juvenile growth_rate CO2,-0.02,0.28,0.18,0.722222222222222,1.55555555555556,-0.111111111111111,0.833333333333333,7.57,Pisaster_ochraceus,3,9,7,2
134,Ochre star,Pisaster,ochraceus,pH,Britsch,2017,Thesis Oregon State University,thesis,Asteroidea,Forcipulatida,Yachats Beach_ Oregon,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Juvenile,adult or juvenile,google scholar,NA,growth_rate,biomass,growth,ability_productivity_growth_survival,no diff,16,Days,p.19,0.18,0.16,NA,NA,g,30,7.91,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,pH,NA,not fed,NA,anova,Britsch 2017 Ochre star Juvenile growth_rate CO2,0.02,0.34,0.18,1,1.88888888888889,0.111111111111111,0.888888888888889,7.91,Pisaster_ochraceus,3,9,7,2
136,Ochre star,Pisaster,ochraceus,salinity,Held and Harley,2009,Invertebrate Biology,NA,Asteroidea,Forcipulatida,Bamfiled BC,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,feeding_rate,rate,consumption,consumption,positive,72,Hours,Fig.5,2.847965739,0.449678801,NA,NA,mussels seastar-1,4,NA,NA,NA,NA,NA,NA,20,13,NA,NA,NA,NA,salinity,NA,Evidence of local adaptation - Bamfield pop used_ Vancouver pop more resilient to low salinity,webplotdigitizer,multi-level anova,Held and Harley 2009 Ochre star Adult feeding_rate salinity,2.398286938,3.29764454,6.355460385,0.448113207616194,0.518867924624787,0.377358490607601,0.0707547170085933,20,Pisaster_ochraceus,47,33.5,29,1
137,Ochre star,Pisaster,ochraceus,salinity,Held and Harley,2009,Invertebrate Biology,NA,Asteroidea,Forcipulatida,Bamfiled BC,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,feeding_rate,rate,consumption,consumption,positive,72,Hours,Fig.5,6.355460385,0.374732334,NA,NA,mussels seastar-1,4,NA,NA,NA,NA,NA,NA,30,13,NA,NA,NA,NA,salinity,NA,Evidence of local adaptation - Bamfield pop used_ Vancouver pop more resilient to low salinity,webplotdigitizer,multi-level anova,Held and Harley 2009 Ochre star Adult feeding_rate salinity,5.980728051,6.730192719,6.355460385,1,1.0589622641476,0.941037735852396,0.0589622641476035,30,Pisaster_ochraceus,47,33.5,29,1
140,Ochre star,Pisaster,ochraceus,salinity,Held and Harley,2009,Invertebrate Biology,NA,Asteroidea,Forcipulatida,Bamfiled BC,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,activity_coeff,rate,movement,activity_speed,unimodal,1,Days,Fig.4,0.332165471,0.161157832,NA,NA,seconds-1 1000,4,NA,NA,NA,NA,NA,NA,25,13,NA,NA,NA,NA,salinity,NA,Evidence of local adaptation - Bamfield pop used_ Vancouver pop more resilient to low salinity,webplotdigitizer,multi-level anova,Held and Harley 2009 Ochre star Adult activity_coeff salinity,0.171007639,0.493323303,0.332165471,1,1.48517334301734,0.514826656982658,0.485173343017342,25,Pisaster_ochraceus,46,33.5,29,1
141,Ochre star,Pisaster,ochraceus,salinity,Held and Harley,2009,Invertebrate Biology,NA,Asteroidea,Forcipulatida,Bamfiled BC,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,activity_coeff,rate,movement,activity_speed,unimodal,1,Days,Fig.4,0.233119285,0.070322506,NA,NA,seconds-1 1000,4,NA,NA,NA,NA,NA,NA,30,13,NA,NA,NA,NA,salinity,NA,Evidence of local adaptation - Bamfield pop used_ Vancouver pop more resilient to low salinity,webplotdigitizer,multi-level anova,Held and Harley 2009 Ochre star Adult activity_coeff salinity,0.162796779,0.303441791,0.332165471,0.701816730975027,0.913525990785478,0.490107471164575,0.211709259810452,30,Pisaster_ochraceus,46,33.5,29,1
142,Ochre star,Pisaster,ochraceus,salinity,Pia et al,2012,Journal of plankton research,NA,Asteroidea,Forcipulatida,Orcas Island Puget Sound,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,37,Days,Fig.7,357.3839662,45.35864979,NA,NA,number,3,NA,NA,NA,NA,NA,NA,32,13,NA,NA,NA,NA,salinity,NA,"low treatment was meant to simulate an ""incursion"" of 14 days low salinity",webplotdigitizer,anova,Pia et al 2012 Ochre star Adult survival salinity,312.02531641,402.74261599,357.3839662,1,1.12691853602804,0.873081463971956,0.126918536028044,32,Pisaster_ochraceus,85,33.5,29,1
143,Ochre star,Pisaster,ochraceus,salinity,Pia et al,2012,Journal of plankton research,NA,Asteroidea,Forcipulatida,Orcas Island Puget Sound,Single species lab study (one species in paper),Prince William Sound_ Alaska to Baja,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,37,Days,Fig.7,294.092827,46.41350211,NA,NA,number,3,NA,NA,NA,NA,NA,NA,20,13,NA,NA,NA,NA,salinity,NA,"low treatment was meant to simulate an ""incursion"" of 14 days low salinity",webplotdigitizer,anova,Pia et al 2012 Ochre star Adult survival salinity,247.67932489,340.50632911,357.3839662,0.822904368450092,0.952774498337301,0.693034238562883,0.129870129887209,20,Pisaster_ochraceus,85,33.5,29,1
145,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.605763689,0.048414986,NA,NA,proportion fertilized,3,7.44,1797,NA,NA,NA,1797,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.557348703,0.654178675,0.996541787,0.607865818475708,0.656448814825263,0.559282822126153,0.0485829963495551,1797,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
146,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.699135447,0.025936599,NA,NA,proportion fertilized,3,7.54,1410,NA,NA,NA,1410,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.673198848,0.725072046,0.996541787,0.701561596433086,0.727588200975259,0.675534991890912,0.0260266045421735,1410,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
147,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.719884726,0.029394813,NA,NA,proportion fertilized,3,7.61,1203,NA,NA,NA,1203,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.690489913,0.749279539,0.996541787,0.72238287986613,0.751879699150037,0.692886060582224,0.0294968192839062,1203,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
148,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.764841499,0.013832853,NA,NA,proportion fertilized,3,7.69,992,NA,NA,NA,992,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.751008646,0.778674352,0.996541787,0.767495662477423,0.781376518433943,0.753614806520903,0.01388085595652,992,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
149,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.814985591,0.057060519,NA,NA,proportion fertilized,3,7.78,781,NA,NA,NA,781,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.757925072,0.87204611,0.996541787,0.817813765194374,0.87507229639132,0.760555233997428,0.0572585311969461,781,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
150,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.823631124,0.062247839,NA,NA,proportion fertilized,3,7.84,669,NA,NA,NA,669,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.761383285,0.885878963,0.996541787,0.826489300041765,0.88895315234784,0.76402544773569,0.0624638523060749,669,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
151,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.884149856,0.046685879,NA,NA,proportion fertilized,3,7.94,526,NA,NA,NA,526,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.837463977,0.930835735,0.996541787,0.887218044976974,0.934065933955663,0.840370155998285,0.0468478889786886,526,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
152,Red urchin,Strongylocentrotus,franciscanus,pH,Friedler,2014,Biological Bulletin,NA,Echinoidea,Echinoida,La Jolla kelp forest_ California_ NE Pacific 32.85<8d>N_ 117.29<8d>W,Several single species lab studies,NA,Makes CaCO3,gametes,propagule,google scholar,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,30,Minutes,Fig.2,0.996541787,0.012103746,NA,NA,proportion fertilized,3,8,442,NA,NA,NA,442,33.5,15,NA,NA,NA,NA,CO2,NA,sperm concentration was fixed,webplotdigitizer,multi-level anova,Friedler 2014 Red urchin gametes fertilization success CO2,0.984438041,1.008645533,0.996541787,1,1.01214574858565,0.987854251414346,0.0121457485856535,442,Strongylocentrotus_franciscanus,29,3164.6961107168,298.027374647556,8
153,Red urchin,Strongylocentrotus,franciscanus,pH,Reuter et al,2011,Global Change Biology,NA,Echinoidea,Echinoida,Barkeley Sound_ Bamfield_ Vancouver Island_ British Columbia,Single species lab study (one species in paper),NA,Makes CaCO3,gametes,propagule,Busch and McHany_2016,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,0.5,Minutes,Fig.2,0.401,NA,0.255,0.545,proportion fertilized,12,8.04,464.43,NA,NA,400,400,34.38,10.2,NA,NA,NA,NA,CO2,NA,NA,numbers in corrigeum,multi-level anova,Reuter et al 2011 Red urchin gametes fertilization success CO2,0.326510204081633,0.474469387755102,0.401,1,1.18321543081073,0.814239910428012,0.183215430810728,400,Strongylocentrotus_franciscanus,88,3164.6961107168,298.027374647556,3
154,Red urchin,Strongylocentrotus,franciscanus,pH,Reuter et al,2011,Global Change Biology,NA,Echinoidea,Echinoida,Barkeley Sound_ Bamfield_ Vancouver Island_ British Columbia,Single species lab study (one species in paper),NA,Makes CaCO3,gametes,propagule,Busch and McHany_2016,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,0.5,Minutes,Fig.2,0.111,NA,0.062,0.16,proportion fertilized,12,7.81,828.35,NA,NA,800,800,34.43,10.2,NA,NA,NA,NA,CO2,NA,NA,numbers in corrigeum,multi-level anova,Reuter et al 2011 Red urchin gametes fertilization success CO2,0.086,0.136,0.401,0.276807980049875,0.339152119700748,0.214463840399002,0.0623441396508729,800,Strongylocentrotus_franciscanus,88,3164.6961107168,298.027374647556,3
155,Red urchin,Strongylocentrotus,franciscanus,pH,Reuter et al,2011,Global Change Biology,NA,Echinoidea,Echinoida,Barkeley Sound_ Bamfield_ Vancouver Island_ British Columbia,Single species lab study (one species in paper),NA,Makes CaCO3,gametes,propagule,Busch and McHany_2016,NA,fertilization success,biomass,survival,ability_productivity_growth_survival,negative,0.5,Minutes,Fig.2,0.013,NA,0.006,0.0185,proportion fertilized,12,7.55,1578.71,NA,NA,1800,1800,34.43,10.2,NA,NA,NA,NA,CO2,NA,NA,numbers in corrigeum,multi-level anova,Reuter et al 2011 Red urchin gametes fertilization success CO2,0.00942857142857143,0.0158061224489796,0.401,0.0324189526184539,0.0394167642119192,0.0235126469540435,0.00699781159346531,1800,Strongylocentrotus_franciscanus,88,3164.6961107168,298.027374647556,3
156,Red urchin,Strongylocentrotus,franciscanus,pH,Vaughn,2015,Thesis UBC,thesis,Echinoidea,Echinoida,Barkeley Sound_ Bamfield_ Vancouver Island_ British Columbia,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,growth_rate,biomass,growth,ability_productivity_growth_survival,negative,22,Weeks,Fig.3-2,34.85981308,3.364485981,NA,NA,percent,6,8,500,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Vaughn 2015 Red urchin Adult growth_rate CO2,31.495327099,38.224299061,34.85981308,1,1.09651474531085,0.903485254689151,0.096514745310849,500,Strongylocentrotus_franciscanus,111,3164.6961107168,298.027374647556,2
157,Red urchin,Strongylocentrotus,franciscanus,pH,Vaughn,2015,Thesis UBC,thesis,Echinoidea,Echinoida,Barkeley Sound_ Bamfield_ Vancouver Island_ British Columbia,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,growth_rate,biomass,growth,ability_productivity_growth_survival,negative,22,Weeks,Fig.3-2,30.56074766,1.91588785,NA,NA,percent,6,7.7,1000,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,CO2,NA,NA,NA,anova,Vaughn 2015 Red urchin Adult growth_rate CO2,28.64485981,32.47663551,34.85981308,0.876675603218696,0.931635388734563,0.82171581770283,0.0549597855158666,1000,Strongylocentrotus_franciscanus,111,3164.6961107168,298.027374647556,2
158,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,3.000816077,NA,2.053324692,4.227452377,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,2.51740210506122,3.62665092393878,10.54299401,0.28462655619018,0.343986814419026,0.238774877674546,0.0593602582288459,6,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
159,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,2.409124141,NA,2.088548396,2.778905741,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,2.24556508742857,2.59778822263265,10.54299401,0.228504743407324,0.246399478190793,0.21299121343507,0.0178947347834691,9,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
160,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,4.555778294,NA,4.320445919,4.803929097,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,4.43571075573469,4.68238584655102,10.54299401,0.432114282686574,0.444122973237943,0.42072591064051,0.0120086905513684,12,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
161,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,6.635345963,NA,6.241516012,7.054094493,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,6.43441231453061,6.84899317218367,10.54299401,0.629360687932327,0.649625065298095,0.61030218820456394,0.0202643773657681,15,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
162,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,8.378265997,NA,7.880911365,8.870656868,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,8.12451363373469,8.62948582914286,10.54299401,0.794676160211534,0.81850429023841,0.770607820323963,0.0238281300268761,18,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
163,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,8.912980059,NA,8.315752213,9.436887755,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,8.60827197430612,9.18027990389796,10.54299401,0.845393637760399,0.870746952449228,0.816492162107007,0.0253533146888281,21,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
164,Red urchin,Strongylocentrotus,franciscanus,temperature,Ulbricht and Pritchard,1972,Biological Bulletin,NA,Echinoidea,Echinoida,Newport_ Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,metabolic_rate,rate,metabolic rate,consumption,positive,15,Minutes,Fig.3,10.54299401,NA,10.12151428,11.02692127,umol g-1 h-1,12,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,temperature,NA,errors on a log scale,webplotdigitizer,multi-level anova,Ulbricht and Pritchard 1972 Red urchin Adult metabolic_rate temperature,10.3279533314286,10.7898956732653,10.54299401,1,1.02341855293014,0.979603452456915,0.0234185529301374,24,Strongylocentrotus_franciscanus,110,30.76565334532,8.73657409350077,6
165,Red urchin,Strongylocentrotus,franciscanus,temperature,Miller and Emlet,1999,Journal of Experimental Marine Biology and Ecology,NA,Echinoidea,Echinoida,Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,development_rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 3,0.732,0.0245,NA,NA,stage day-1,4,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,temperature,NA,error was estimated by fitting a lm to raw data,NA,multi-level anova,Miller and Emlet 1999 Red urchin Adult development_rate temperature,0.7075,0.7565,0.732,1,1.03346994535519,0.966530054644809,0.0334699453551912,14.4,Strongylocentrotus_franciscanus,77,30.76565334532,8.73657409350077,2
166,Red urchin,Strongylocentrotus,franciscanus,temperature,Miller and Emlet,1999,Journal of Experimental Marine Biology and Ecology,NA,Echinoidea,Echinoida,Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,development_rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 3,0.593,0.0317,NA,NA,stage day-1,10,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,temperature,NA,error was estimated by fitting a lm to raw data,NA,multi-level anova,Miller and Emlet 1999 Red urchin Adult development_rate temperature,0.5613,0.6247,0.732,0.810109289617486,0.853415300546448,0.766803278688525,0.0433060109289617,11,Strongylocentrotus_franciscanus,77,30.76565334532,8.73657409350077,2
167,Red urchin,Strongylocentrotus,franciscanus,temperature,Miller and Emlet,1999,Journal of Experimental Marine Biology and Ecology,NA,Echinoidea,Echinoida,Oregon,Several single species lab studies,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,development_rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 3,0.288,0.0294,NA,NA,stage day-1,10,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,temperature,NA,error was estimated by fitting a lm to raw data,NA,multi-level anova,Miller and Emlet 1999 Red urchin Adult development_rate temperature,0.2586,0.3174,0.732,0.39344262295082,0.433606557377049,0.35327868852459,0.0401639344262295,8,Strongylocentrotus_franciscanus,77,30.76565334532,8.73657409350077,2
168,Red urchin,Strongylocentrotus,franciscanus,temperature,McBride et al,1997,Journal of the World Aquaculture Society,NA,Echinoidea,Echinoida,Fort Bragg_ California,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,gonad_index,biomass,growth,ability_productivity_growth_survival,no diff,120,Days,Table 2,20,2,NA,NA,gonad index,8,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,temperature,NA,used kelp fed,NA,anova,McBride et al 1997 Red urchin Adult gonad_index temperature,18,22,20,1,1.1,0.9,0.1,16.1,Strongylocentrotus_franciscanus,74,30.76565334532,8.73657409350077,2
169,Red urchin,Strongylocentrotus,franciscanus,temperature,McBride et al,1997,Journal of the World Aquaculture Society,NA,Echinoidea,Echinoida,Fort Bragg_ California,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,gonad_index,biomass,growth,ability_productivity_growth_survival,no diff,120,Days,Table 2,17.3,4.7,NA,NA,gonad index,8,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,temperature,NA,used kelp fed,NA,anova,McBride et al 1997 Red urchin Adult gonad_index temperature,12.6,22,20,0.865,1.1,0.63,0.235,12.9,Strongylocentrotus_franciscanus,74,30.76565334532,8.73657409350077,2
170,Red urchin,Strongylocentrotus,franciscanus,temperature,McBride et al,1997,Journal of the World Aquaculture Society,NA,Echinoidea,Echinoida,Fort Bragg_ California,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,feeding_rate,rate,consumption,consumption,positive,120,Days,p.360,4,0.21,NA,NA,g individual-1 day-1,8,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,temperature,NA,used kelp fed,NA,anova,McBride et al 1997 Red urchin Adult feeding_rate temperature,3.79,4.21,4,1,1.0525,0.9475,0.0525,16.1,Strongylocentrotus_franciscanus,73,30.76565334532,8.73657409350077,2
171,Red urchin,Strongylocentrotus,franciscanus,temperature,McBride et al,1997,Journal of the World Aquaculture Society,NA,Echinoidea,Echinoida,Fort Bragg_ California,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,feeding_rate,rate,consumption,consumption,positive,120,Days,p.360,2.75,0.15,NA,NA,g individual-1 day-1,8,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,temperature,NA,used kelp fed,NA,anova,McBride et al 1997 Red urchin Adult feeding_rate temperature,2.6,2.9,4,0.6875,0.725,0.65,0.0375,12.9,Strongylocentrotus_franciscanus,73,30.76565334532,8.73657409350077,2
172,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,1.11,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,1,NA,NA,NA,14.4,Siliqua_patula,102,30.76565334532,8.73657409350077,5
