"","English_Name","Genus","Species","treatment","Author","Pub_Year","Journal","Class","Order","Collection_Location","Study_Type","Distribution","Calcification","Life_stage","Life_stage_category","Class.1","Order.1","Extracted_from","Comments","Response_variable","rate_or_biomass","response_type","response_type_2","Effect.of.treatment","Study_Duration","Study_Duration_Units","citation.details","response","SE_response","LCI_response","UCI_response","unit_response","sample_size","pH","uatm","omega.ar","DIC._umol_kg.1","ppm.CO2","CO2","salinity","temperature","oxygen_in_orig_units","orig_oxygen_units","oxygen","unit_conversion_citation","treatment_var","treatment_name_or_other_details","comments","extraction.method","study_design","study","lowerSE","upperSE","rec_lowerSE","rec_upperSE","recentered_response","max_response","log_rel_response","log_rel_upperSE","log_rel_lowerSE","log_SE_response_for_resampling","rel_response","rel_upperSE","rel_lowerSE","SE_response_for_resampling","treat_value"
"160","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.047203681,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,13.28883495,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.047203681,2.945514765,-1.0341601440031,NA,NA,0,0.355524845247211,NA,NA,0,13.28883495
"161","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",2.152229976,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,15.35194175,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,2.152229976,2.945514765,-0.313779091937567,NA,NA,0,0.730680423528619,NA,NA,0,15.35194175
"162","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.798265574,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,15.83737864,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.798265574,2.945514765,-0.49346096432821,NA,NA,0,0.610509780961835,NA,NA,0,15.83737864
"163","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.39269822,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,17.47572816,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.39269822,2.945514765,-0.749040563715147,NA,NA,0,0.472819975831966,NA,NA,0,17.47572816
"164","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.653595267,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,18.62864078,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.653595267,2.945514765,-0.577331727556962,NA,NA,0,0.561394322869741,NA,NA,0,18.62864078
"165","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.705931432,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,19.23543689,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.705931432,2.945514765,-0.546172338699172,NA,NA,0,0.579162410683078,NA,NA,0,19.23543689
"166","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",2.945514765,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,19.23543689,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,2.945514765,2.945514765,0,NA,NA,0,1,NA,NA,0,19.23543689
"167","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.748508293,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,21.41990291,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.748508293,2.945514765,-0.521520574265775,NA,NA,0,0.593617222285423,NA,NA,0,21.41990291
"168","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","feeding_rate","rate","consumption","consumption","positive",21,"Days","Fig.1b",1.488243325,NA,NA,NA,"mussels seastar-1 day-1",2,NA,"",NA,NA,NA,NA,NA,21.78398058,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile feeding_rate temperature",NA,NA,NA,NA,1.488243325,2.945514765,-0.682687146790568,NA,NA,0,0.505257465582591,NA,NA,0,21.78398058
"169","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","",NA,"","Fig.2",141.4847162,12.22707424,NA,NA,"percent",5,7.85,"",NA,NA,380,380,NA,12,NA,"",NA,"","CO2","","","webplotdigitizer","anova","Gooding et al 2009 Ochre star Juvenile relative growth CO2",129.25764196,153.71179044,129.25764196,153.71179044,141.4847162,192.139738,-0.306031210862963,-0.223143551053982,-0.396415272335052,0.0828876598089805,0.736363636552893,0.800000000208182,0.672727272897603,0.0636363636552894,380
"170","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","",NA,"","Fig.2",192.139738,14.84716157,NA,NA,"percent",6,7.79,"",NA,NA,780,780,NA,12,NA,"",NA,"","CO2","","","webplotdigitizer","anova","Gooding et al 2009 Ochre star Juvenile relative growth CO2",177.29257643,206.98689957,177.29257643,206.98689957,192.139738,192.139738,0,0.0744325947695935,-0.0804215672951913,0.0744325947695935,1,1.07727272725853,0.922727272741467,0.077272727258533,780
"171","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","",NA,"","Fig.2",234.9344978,32.31441048,NA,NA,"percent",6,7.88,"",NA,NA,380,380,NA,15,NA,"",NA,"","temperature","","","webplotdigitizer","anova","Gooding et al 2009 Ochre star Juvenile relative growth temperature",202.62008732,267.24890828,202.62008732,267.24890828,234.9344978,234.9344978,0,0.128873722357775,-0.14797400794507,0.128873722357775,1,1.13754646840972,0.862453531590285,0.137546468409715,15
"172","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","",NA,"","Fig.2",141.4847162,12.22707424,NA,NA,"percent",5,7.85,"",NA,NA,380,380,NA,12,NA,"",NA,"","temperature","","","webplotdigitizer","anova","Gooding et al 2009 Ochre star Juvenile relative growth temperature",129.25764196,153.71179044,129.25764196,153.71179044,141.4847162,234.9344978,-0.507115043996354,-0.424227384187373,-0.597499105468443,0.0828876598089805,0.602230483496068,0.654275093183016,0.550185873809121,0.0520446096869475,12
"173","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",16.55947337,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,5.205811138,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,16.55947337,234.9344978,-2.65234839540207,NA,NA,0,0.0704854907434544,NA,NA,0,5.205811138
"174","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",18.10684019,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,5.93220339,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,18.10684019,234.9344978,-2.5630169645939,NA,NA,0,0.0770718662416891,NA,NA,0,5.93220339
"175","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",21.73375706,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,6.840193705,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,21.73375706,234.9344978,-2.3804400658248,NA,NA,0,0.092509858124378,NA,NA,0,6.840193705
"176","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",33.70157385,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,7.384987893,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,33.70157385,234.9344978,-1.94176220447677,NA,NA,0,0.143450937029649,NA,NA,0,7.384987893
"177","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",39.91247982,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,9.261501211,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,39.91247982,234.9344978,-1.77261769009024,NA,NA,0,0.169887692926126,NA,NA,0,9.261501211
"178","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",46.67448547,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,9.685230024,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,46.67448547,234.9344978,-1.61610907683232,NA,NA,0,0.198670207683735,NA,NA,0,9.685230024
"179","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",46.11455811,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,11.56174334,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,46.11455811,234.9344978,-1.62817804823171,NA,NA,0,0.196286873753455,NA,NA,0,11.56174334
"180","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",51.32036925,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,11.68280872,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,51.32036925,234.9344978,-1.52121900775279,NA,NA,0,0.218445437901117,NA,NA,0,11.68280872
"181","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",71.603864,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,13.07506053,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,71.603864,234.9344978,-1.1881577035341,NA,NA,0,0.304782246415579,NA,NA,0,13.07506053
"182","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",50.76548628,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,13.31719128,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,50.76548628,234.9344978,-1.53209002277702,NA,NA,0,0.216083575445002,NA,NA,0,13.31719128
"183","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",108.0722861,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,12.59079903,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,108.0722861,234.9344978,-0.776506423551927,NA,NA,0,0.460010288450707,NA,NA,0,12.59079903
"184","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",100.722609,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,15.37530266,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,100.722609,234.9344978,-0.846936449629565,NA,NA,0,0.428726346889018,NA,NA,0,15.37530266
"185","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",72.58752018,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,15.85956416,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,72.58752018,234.9344978,-1.17451373381758,NA,NA,0,0.308969184431117,NA,NA,0,15.85956416
"186","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",97.03263721,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,17.49394673,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,97.03263721,234.9344978,-0.884259354531166,NA,NA,0,0.413019961387723,NA,NA,0,17.49394673
"187","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",99.09200969,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,18.6440678,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,99.09200969,234.9344978,-0.863257933198564,NA,NA,0,0.421785691832951,NA,NA,0,18.6440678
"188","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",89.70565981,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,19.18886199,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,89.70565981,234.9344978,-0.962772878349343,NA,NA,0,0.381832641225668,NA,NA,0,19.18886199
"189","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",132.9335654,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,19.24939467,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,132.9335654,234.9344978,-0.569457247369743,NA,NA,0,0.5658324624303,NA,NA,0,19.24939467
"190","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",113.0964992,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,21.42857143,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,113.0964992,234.9344978,-0.731065313020803,NA,NA,0,0.481395879528426,NA,NA,0,21.42857143
"191","Ochre star","Pisaster","ochraceus","pH","Gooding et al",2009,"Proceedings of the National Academy of Science","Asteroidea","Forcipulatida","Jericho Beach_ Vancouver_ British Columbia","Single species lab study (one species in paper)","Prince William Sound_ Alaska to Baja","Makes CaCO3","Juvenile","adult or juvenile","Asteroidea","Forcipulatida","Busch and McHany_2016","","relative growth","biomass","growth","ability_productivity_growth_survival","positive",21,"Days","Fig.1",130.2764326,NA,NA,NA,"percent_mass",2,NA,"",NA,NA,NA,NA,NA,21.79176755,NA,"",NA,"","temperature","","","webplotdigitizer","regression","Gooding et al 2009 Ochre star Juvenile relative growth temperature",NA,NA,NA,NA,130.2764326,234.9344978,-0.589648145052519,NA,NA,0,0.554522361849576,NA,NA,0,21.79176755
"192","Dungeness crab","Cancer","magister","temperature","Gutermtuh and Armstrong",1989,"Journal of Experimental Marine Biology and Ecology","Malacostraca","Decapoda","Grays Harbour Washington","Single species lab study (one species in paper)","","Makes CaCO3","1+ juvenile","adult or juvenile","Malacostraca","Decapoda","google scholar","","oxygen consumption","rate","metabolic rate","consumption","positive",1,"Days","Fig.2",529.5774648,31.69014085,NA,NA,"umol g-1 h-1",87,NA,"",NA,NA,NA,NA,27,6,NA,"",NA,"","temperature","","","webplotdigitizer","multi-level anova","Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature",497.88732395,561.26760565,497.88732395,561.26760565,529.5774648,935.2112676,-0.568693006059239,-0.510574651211282,-0.630398664121052,0.0581183548479569,0.566265060256423,0.600150602430573,0.532379518082273,0.03388554217415,6
"193","Dungeness crab","Cancer","magister","temperature","Gutermtuh and Armstrong",1989,"Journal of Experimental Marine Biology and Ecology","Malacostraca","Decapoda","Grays Harbour Washington","Single species lab study (one species in paper)","","Makes CaCO3","1+ juvenile","adult or juvenile","Malacostraca","Decapoda","google scholar","","oxygen consumption","rate","metabolic rate","consumption","positive",1,"Days","Fig.2",748.2394366,25.35211268,NA,NA,"umol g-1 h-1",87,NA,"",NA,NA,NA,NA,27,10,NA,"",NA,"","temperature","","","webplotdigitizer","multi-level anova","Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature",722.88732392,773.59154928,722.88732392,773.59154928,748.2394366,935.2112676,-0.223049429258136,-0.189728438226082,-0.257519093604099,0.0333209910320545,0.800075301188555,0.827183734927875,0.772966867449235,0.0271084337393199,10
"194","Dungeness crab","Cancer","magister","temperature","Gutermtuh and Armstrong",1989,"Journal of Experimental Marine Biology and Ecology","Malacostraca","Decapoda","Grays Harbour Washington","Single species lab study (one species in paper)","","Makes CaCO3","1+ juvenile","adult or juvenile","Malacostraca","Decapoda","google scholar","","oxygen consumption","rate","metabolic rate","consumption","positive",1,"Days","Fig.2",925.7042254,38.02816901,NA,NA,"umol g-1 h-1",87,NA,"",NA,NA,NA,NA,27,14,NA,"",NA,"","temperature","","","webplotdigitizer","multi-level anova","Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature",887.67605639,963.73239441,887.67605639,963.73239441,925.7042254,935.2112676,-0.0102176858086885,0.03004119849583,-0.0521655833438324,0.0402588843045185,0.989834337406565,1.03049698800485,0.949171686808278,0.0406626505982872,14
